rollno,register_sem,subno,sub_type
1901EE43,5,CS384,Open Elective
1901EE43,5,EE330,CORE
1901EE43,5,EE331,CORE
1901EE43,5,EE350,CORE
1901EE43,5,EE370,CORE
1901EE43,5,EE372,CORE
1901EE43,5,EE381,CORE
1901EE43,5,CS384,Open Elective
1901EE43,5,EE330,CORE
1901EE43,5,EE331,CORE
1901EE43,5,EE350,CORE
1901EE43,5,EE370,CORE
1901EE43,5,EE372,CORE
1901EE43,5,EE381,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,CS384,Open Elective
rollno,register_sem,subno,sub_type
1901EE43,5,EE330,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE331,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE350,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE370,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE372,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE381,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,CS384,Open Elective
rollno,register_sem,subno,sub_type
1901EE43,5,EE330,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE331,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE350,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE370,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE372,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE381,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,CS384,Open Elective
rollno,register_sem,subno,sub_type
1901EE43,5,EE330,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE331,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE350,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE370,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE372,CORE
rollno,register_sem,subno,sub_type
1901EE43,5,EE381,CORE
